RegionID,Hospital,State,Local Hospital Network (LHN),Time period,Year,Category,Number of patient admissions
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Other acute (non-emergency),0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Other acute (non-emergency),0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Other acute (non-emergency),0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Other acute (non-emergency),0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Other acute (non-emergency),0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Other subacute and non-acute,3
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Other subacute and non-acute,10
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Other subacute and non-acute,6
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Other subacute and non-acute,3
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Other subacute and non-acute,0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Other subacute and non-acute,3
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Palliative,3
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Palliative,7
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Palliative,3
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Palliative,3
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Palliative,0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Palliative,0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Rehabilitation,0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Rehabilitation,3
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Rehabilitation,0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Rehabilitation,0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Rehabilitation,0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Rehabilitation,0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Specialist mental health,0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Specialist mental health,0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Specialist mental health,0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Specialist mental health,0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Specialist mental health,0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Specialist mental health,0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Surgical (emergency),0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Surgical (emergency),0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Surgical (emergency),0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Surgical (emergency),0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Surgical (emergency),0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Surgical (emergency),0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Surgical (non-emergency),0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Surgical (non-emergency),0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Surgical (non-emergency),0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Surgical (non-emergency),3
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Surgical (non-emergency),0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Surgical (non-emergency),0
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Total,126
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Total,127
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Total,152
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Total,132
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Total,71
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Total,133
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Childbirth,210
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Childbirth,220
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Childbirth,232
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Childbirth,247
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Childbirth,264
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Childbirth,229
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Medical (emergency),1710
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Medical (emergency),1804
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Medical (emergency),2078
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Medical (emergency),2273
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Medical (emergency),2556
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Medical (emergency),2658
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Medical (non-emergency),831
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Medical (non-emergency),926
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Medical (non-emergency),887
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Medical (non-emergency),867
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Medical (non-emergency),1023
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Medical (non-emergency),979
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Other acute (emergency),3
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Other acute (emergency),7
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Other acute (emergency),24
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Other acute (emergency),31
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Other acute (emergency),19
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Other acute (emergency),9
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Other acute (non-emergency),168
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Other acute (non-emergency),245
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Other acute (non-emergency),281
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Other acute (non-emergency),273
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Other acute (non-emergency),378
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Other acute (non-emergency),439
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Other subacute and non-acute,82
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Other subacute and non-acute,161
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Other subacute and non-acute,122
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Other subacute and non-acute,114
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Other subacute and non-acute,145
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Other subacute and non-acute,212
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Palliative,106
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Palliative,87
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Palliative,130
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Palliative,106
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Palliative,104
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Palliative,85
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Rehabilitation,248
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Rehabilitation,249
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Rehabilitation,279
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Rehabilitation,272
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Rehabilitation,280
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Rehabilitation,314
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Specialist mental health,248
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Specialist mental health,210
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Specialist mental health,286
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Specialist mental health,336
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Specialist mental health,411
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Specialist mental health,422
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Surgical (emergency),12
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Surgical (emergency),17
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Surgical (emergency),13
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Surgical (emergency),16
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Surgical (emergency),28
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Surgical (emergency),25
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Surgical (non-emergency),385
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Surgical (non-emergency),416
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Surgical (non-emergency),331
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Surgical (non-emergency),498
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Surgical (non-emergency),771
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Surgical (non-emergency),774
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Total,4000
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Total,4342
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Total,4663
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Total,5033
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Total,5979
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Total,6146
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Childbirth,812
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Childbirth,829
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Childbirth,755
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Childbirth,875
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Childbirth,1459
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Childbirth,1427
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Medical (emergency),3827
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Medical (emergency),3998
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Medical (emergency),4168
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Medical (emergency),6213
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Medical (emergency),7255
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Medical (emergency),7916
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Medical (non-emergency),743
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Medical (non-emergency),841
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Medical (non-emergency),865
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Medical (non-emergency),2094
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Medical (non-emergency),2509
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Medical (non-emergency),2751
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Other acute (emergency),149
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Other acute (emergency),128
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Other acute (emergency),138
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Other acute (emergency),205
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Other acute (emergency),191
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Other acute (emergency),236
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Other acute (non-emergency),1635
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Other acute (non-emergency),2024
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Other acute (non-emergency),1984
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Other acute (non-emergency),3316
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Other acute (non-emergency),3402
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Other acute (non-emergency),3362
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Other subacute and non-acute,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Other subacute and non-acute,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Other subacute and non-acute,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Other subacute and non-acute,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Other subacute and non-acute,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Other subacute and non-acute,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Palliative,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Palliative,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Palliative,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Palliative,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Palliative,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Palliative,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Rehabilitation,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Rehabilitation,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Rehabilitation,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Rehabilitation,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Rehabilitation,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Rehabilitation,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Specialist mental health,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Specialist mental health,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Specialist mental health,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Specialist mental health,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Specialist mental health,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Specialist mental health,0
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Surgical (emergency),504
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Surgical (emergency),464
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Surgical (emergency),457
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Surgical (emergency),758
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Surgical (emergency),816
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Surgical (emergency),920
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Surgical (non-emergency),2496
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Surgical (non-emergency),2379
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Surgical (non-emergency),2318
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Surgical (non-emergency),3643
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Surgical (non-emergency),3779
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Surgical (non-emergency),4112
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Total,10166
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Total,10663
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Total,10685
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Total,17104
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Total,19411
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Total,20724
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Childbirth,183
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Childbirth,196
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Childbirth,215
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Childbirth,229
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Childbirth,199
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Childbirth,200
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Medical (emergency),2498
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Medical (emergency),2725
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Medical (emergency),2396
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Medical (emergency),2235
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Medical (emergency),2303
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Medical (emergency),2386
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Medical (non-emergency),476
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Medical (non-emergency),517
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Medical (non-emergency),536
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Medical (non-emergency),592
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Medical (non-emergency),581
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Medical (non-emergency),517
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Other acute (emergency),31
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Other acute (emergency),23
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Other acute (emergency),18
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Other acute (emergency),19
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Other acute (emergency),11
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Other acute (emergency),25
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Other acute (non-emergency),484
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Other acute (non-emergency),427
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Other acute (non-emergency),427
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Other acute (non-emergency),435
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Other acute (non-emergency),424
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Other acute (non-emergency),436
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Other subacute and non-acute,17
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Other subacute and non-acute,21
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Other subacute and non-acute,22
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Other subacute and non-acute,57
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Other subacute and non-acute,84
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Other subacute and non-acute,90
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Palliative,64
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Palliative,65
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Palliative,63
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Palliative,96
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Palliative,79
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Palliative,73
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Rehabilitation,16
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Rehabilitation,38
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Rehabilitation,31
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Rehabilitation,25
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Rehabilitation,30
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Rehabilitation,27
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Specialist mental health,0
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Specialist mental health,0
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Specialist mental health,0
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2014–15,2015,Specialist mental health,0
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2015–16,2016,Specialist mental health,0
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2016–17,2017,Specialist mental health,0
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2011–12,2012,Surgical (emergency),33
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2012–13,2013,Surgical (emergency),43
Blue Mountains 12401,Lithgow Hospital,NSW,Nepean Blue Mountains,2013–14,2014,Surgical (emergency),40
