RegionID,Hospital,State,Local Hospital Network (LHN),Peer group,Time period,Year,Category,Total number of stays,Number of overnight stays,Percentage of overnight stays,Average length of stay (days),Total overnight patient bed days
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Heart failure (without complications),136,123,90%,3.60,448
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Heart failure (without complications),122,114,93%,3.30,377
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Heart failure (with complications),35,35,100%,NA,357
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Heart failure (with complications),59,59,100%,8.00,473
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Heart failure (with complications),51,51,100%,7.10,362
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Heart failure (with complications),50,50,100%,8.40,420
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Heart failure (with complications),72,72,100%,8.50,609
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Heart failure (with complications),82,82,100%,6.50,537
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Kidney and urinary tract infections (without complications),314,257,82%,3.30,847
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Kidney and urinary tract infections (without complications),303,251,83%,2.90,727
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Kidney and urinary tract infections (without complications),281,215,77%,2.80,595
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Kidney and urinary tract infections (without complications),346,262,76%,3.10,817
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Kidney and urinary tract infections (without complications),295,205,69%,2.20,451
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Kidney and urinary tract infections (without complications),357,255,71%,2.50,644
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Kidney and urinary tract infections (with complications),52,52,100%,7.40,387
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Kidney and urinary tract infections (with complications),65,63,97%,5.30,337
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Kidney and urinary tract infections (with complications),92,89,97%,6.70,593
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Kidney and urinary tract infections (with complications),86,83,97%,7.10,587
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Kidney and urinary tract infections (with complications),111,107,96%,6.10,650
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Kidney and urinary tract infections (with complications),93,91,98%,6.00,543
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Appendix removal,119,119,100%,2.10,245
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Appendix removal,127,127,100%,2.10,272
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Appendix removal,177,177,100%,2.10,374
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Appendix removal,144,143,99%,2.10,294
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Appendix removal,138,138,100%,1.90,264
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Appendix removal,112,112,100%,1.80,202
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Gallbladder removal,116,116,100%,2.90,337
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Gallbladder removal,96,95,99%,2.70,258
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Gallbladder removal,112,112,100%,2.40,266
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Gallbladder removal,107,107,100%,2.30,241
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Gallbladder removal,98,97,99%,2.80,270
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Gallbladder removal,123,123,100%,2.90,353
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Gynaecological reconstructive procedures,51,51,100%,2.00,104
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Gynaecological reconstructive procedures,43,43,100%,NA,81
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Gynaecological reconstructive procedures,38,36,95%,NA,55
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Gynaecological reconstructive procedures,31,30,97%,NA,43
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Gynaecological reconstructive procedures,31,28,90%,NA,41
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Gynaecological reconstructive procedures,25,25,100%,NA,37
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Hysterectomy,58,57,98%,2.60,149
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Hysterectomy,75,75,100%,2.70,201
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Hysterectomy,64,63,98%,2.30,143
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Hysterectomy,66,66,100%,2.20,143
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Hysterectomy,79,78,99%,2.10,164
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Hysterectomy,60,60,100%,2.00,118
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Knee replacement,80,80,100%,6.20,496
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Knee replacement,95,95,100%,5.70,546
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Knee replacement,98,97,99%,5.50,537
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Knee replacement,102,102,100%,5.50,557
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Knee replacement,111,111,100%,5.00,555
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Knee replacement,116,116,100%,3.90,449
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Hip replacement,90,90,100%,7.20,645
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Hip replacement,81,81,100%,6.30,507
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Hip replacement,91,91,100%,6.00,542
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Hip replacement,121,121,100%,5.80,699
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Hip replacement,109,109,100%,5.80,631
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Hip replacement,124,124,100%,4.80,596
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Prostate removal,56,55,98%,2.60,144
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Prostate removal,57,57,100%,2.70,155
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Prostate removal,60,58,97%,2.30,133
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Prostate removal,66,64,97%,2.70,170
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Prostate removal,54,53,98%,2.50,132
Newcastle 11103,The Tweed Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Prostate removal,57,56,98%,2.60,147
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2011–12,2012,Cellulitis,11,10,91%,NA,38
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2012–13,2013,Cellulitis,3,3,NA,NA,19
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2013–14,2014,Cellulitis,16,16,100%,NA,66
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2014–15,2015,Cellulitis,5,5,NA,NA,39
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2015–16,2016,Cellulitis,3,3,NA,NA,7
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2016–17,2017,Cellulitis,3,3,NA,NA,31
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2012–13,2013,Chronic Obstructive Pulmonary Disease (without complications),3,3,NA,NA,3
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2013–14,2014,Chronic Obstructive Pulmonary Disease (without complications),3,3,NA,NA,20
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2014–15,2015,Chronic Obstructive Pulmonary Disease (without complications),3,3,NA,NA,32
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2015–16,2016,Chronic Obstructive Pulmonary Disease (without complications),5,5,NA,NA,10
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2016–17,2017,Chronic Obstructive Pulmonary Disease (without complications),11,11,100%,NA,96
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2014–15,2015,Chronic Obstructive Pulmonary Disease (with complications),3,3,NA,NA,9
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2015–16,2016,Chronic Obstructive Pulmonary Disease (with complications),3,3,NA,NA,3
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2011–12,2012,Heart failure (without complications),5,5,NA,NA,74
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2012–13,2013,Heart failure (without complications),3,3,NA,NA,38
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2013–14,2014,Heart failure (without complications),3,3,NA,NA,23
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2014–15,2015,Heart failure (without complications),3,3,NA,NA,9
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2015–16,2016,Heart failure (without complications),3,3,NA,NA,29
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2016–17,2017,Heart failure (without complications),3,3,NA,NA,3
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2012–13,2013,Heart failure (with complications),3,3,NA,NA,5
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2011–12,2012,Kidney and urinary tract infections (without complications),3,3,NA,NA,21
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2012–13,2013,Kidney and urinary tract infections (without complications),3,3,NA,NA,3
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2013–14,2014,Kidney and urinary tract infections (without complications),3,3,NA,NA,6
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2014–15,2015,Kidney and urinary tract infections (without complications),3,3,NA,NA,3
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2016–17,2017,Kidney and urinary tract infections (without complications),3,3,NA,NA,9
Newcastle 11103,Urbenville Multi Purpose Service,NSW,Northern NSW,Unpeered,2014–15,2015,Kidney and urinary tract infections (with complications),3,3,NA,NA,22
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2011–12,2012,Vaginal delivery,98,95,97%,2.40,230
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2012–13,2013,Vaginal delivery,104,102,98%,2.10,216
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2013–14,2014,Vaginal delivery,110,105,95%,2.10,224
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2014–15,2015,Vaginal delivery,133,129,97%,1.90,248
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2015–16,2016,Vaginal delivery,136,127,93%,2.20,282
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2016–17,2017,Vaginal delivery,107,105,98%,2.40,251
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2011–12,2012,Caesarean delivery,47,47,100%,NA,156
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2012–13,2013,Caesarean delivery,50,50,100%,3.90,196
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2013–14,2014,Caesarean delivery,62,62,100%,3.10,192
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2014–15,2015,Caesarean delivery,66,66,100%,3.00,200
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2015–16,2016,Caesarean delivery,77,77,100%,3.00,234
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2016–17,2017,Caesarean delivery,68,68,100%,3.30,223
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2011–12,2012,Cellulitis,49,46,94%,NA,253
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2012–13,2013,Cellulitis,30,28,93%,NA,115
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2013–14,2014,Cellulitis,33,31,94%,NA,182
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2014–15,2015,Cellulitis,39,38,97%,NA,160
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2015–16,2016,Cellulitis,40,40,100%,NA,168
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2016–17,2017,Cellulitis,31,30,97%,NA,110
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2011–12,2012,Chronic Obstructive Pulmonary Disease (without complications),81,80,99%,5.50,442
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2012–13,2013,Chronic Obstructive Pulmonary Disease (without complications),78,77,99%,5.20,400
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2013–14,2014,Chronic Obstructive Pulmonary Disease (without complications),71,71,100%,4.50,316
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2014–15,2015,Chronic Obstructive Pulmonary Disease (without complications),101,100,99%,5.30,531
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2015–16,2016,Chronic Obstructive Pulmonary Disease (without complications),133,130,98%,3.90,501
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2016–17,2017,Chronic Obstructive Pulmonary Disease (without complications),135,132,98%,4.30,561
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2011–12,2012,Chronic Obstructive Pulmonary Disease (with complications),7,7,NA,NA,53
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2012–13,2013,Chronic Obstructive Pulmonary Disease (with complications),12,12,100%,NA,129
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2013–14,2014,Chronic Obstructive Pulmonary Disease (with complications),10,10,100%,NA,88
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2014–15,2015,Chronic Obstructive Pulmonary Disease (with complications),23,23,100%,NA,217
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2015–16,2016,Chronic Obstructive Pulmonary Disease (with complications),19,19,100%,NA,117
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2016–17,2017,Chronic Obstructive Pulmonary Disease (with complications),15,15,100%,NA,100
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2011–12,2012,Heart failure (without complications),51,51,100%,5.40,273
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2012–13,2013,Heart failure (without complications),53,53,100%,5.10,268
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2013–14,2014,Heart failure (without complications),45,45,100%,NA,244
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2014–15,2015,Heart failure (without complications),44,44,100%,NA,181
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2015–16,2016,Heart failure (without complications),49,47,96%,NA,269
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2016–17,2017,Heart failure (without complications),69,65,94%,4.50,294
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2011–12,2012,Heart failure (with complications),7,7,NA,NA,69
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2012–13,2013,Heart failure (with complications),6,6,NA,NA,47
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2013–14,2014,Heart failure (with complications),17,17,100%,NA,130
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2014–15,2015,Heart failure (with complications),19,19,100%,NA,185
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2015–16,2016,Heart failure (with complications),23,23,100%,NA,174
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2016–17,2017,Heart failure (with complications),6,6,NA,NA,54
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2011–12,2012,Kidney and urinary tract infections (without complications),53,53,100%,5.20,274
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2012–13,2013,Kidney and urinary tract infections (without complications),51,51,100%,4.00,203
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2013–14,2014,Kidney and urinary tract infections (without complications),53,53,100%,3.70,197
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2014–15,2015,Kidney and urinary tract infections (without complications),52,51,98%,3.50,181
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2015–16,2016,Kidney and urinary tract infections (without complications),75,73,97%,3.70,267
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2016–17,2017,Kidney and urinary tract infections (without complications),72,69,96%,3.10,213
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2011–12,2012,Kidney and urinary tract infections (with complications),13,13,100%,NA,89
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2012–13,2013,Kidney and urinary tract infections (with complications),19,19,100%,NA,128
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2013–14,2014,Kidney and urinary tract infections (with complications),28,28,100%,NA,230
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2014–15,2015,Kidney and urinary tract infections (with complications),39,39,100%,NA,246
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2015–16,2016,Kidney and urinary tract infections (with complications),40,40,100%,NA,328
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2016–17,2017,Kidney and urinary tract infections (with complications),32,32,100%,NA,203
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2011–12,2012,Gallbladder removal,58,57,98%,1.00,57
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2012–13,2013,Gallbladder removal,71,66,93%,1.00,68
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2013–14,2014,Gallbladder removal,69,69,100%,1.00,69
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2014–15,2015,Gallbladder removal,92,92,100%,1.00,92
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2015–16,2016,Gallbladder removal,138,135,98%,1.00,135
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2016–17,2017,Gallbladder removal,127,126,99%,1.00,126
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2012–13,2013,Gynaecological reconstructive procedures,3,3,NA,NA,3
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2013–14,2014,Gynaecological reconstructive procedures,3,3,NA,NA,3
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2014–15,2015,Gynaecological reconstructive procedures,3,3,NA,NA,3
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2015–16,2016,Gynaecological reconstructive procedures,5,5,NA,NA,8
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2016–17,2017,Gynaecological reconstructive procedures,6,6,NA,NA,12
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2011–12,2012,Hysterectomy,18,18,100%,NA,45
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2012–13,2013,Hysterectomy,17,17,100%,NA,47
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2013–14,2014,Hysterectomy,19,19,100%,NA,44
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2014–15,2015,Hysterectomy,23,23,100%,NA,58
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2015–16,2016,Hysterectomy,37,37,100%,NA,82
Blue Mountains 12401,Blue Mountains Hospital,NSW,Nepean Blue Mountains,Small hospitals,2016–17,2017,Hysterectomy,48,48,100%,NA,122
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2011–12,2012,Vaginal delivery,362,362,100%,3.10,"1,138"
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2012–13,2013,Vaginal delivery,325,323,99%,3.20,"1,022"
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2013–14,2014,Vaginal delivery,323,322,100%,3.10,"1,008"
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2014–15,2015,Vaginal delivery,320,314,98%,3.30,"1,033"
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2015–16,2016,Vaginal delivery,618,614,99%,3.10,"1,874"
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2016–17,2017,Vaginal delivery,534,534,100%,3.00,"1,626"
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2011–12,2012,Caesarean delivery,239,239,100%,4.70,"1,126"
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2012–13,2013,Caesarean delivery,254,254,100%,4.10,"1,052"
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2013–14,2014,Caesarean delivery,229,229,100%,4.10,950
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2014–15,2015,Caesarean delivery,310,310,100%,4.00,"1,230"
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2015–16,2016,Caesarean delivery,426,424,100%,3.90,"1,643"
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2016–17,2017,Caesarean delivery,485,484,100%,3.60,"1,744"
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2011–12,2012,Cellulitis,143,137,96%,4.10,556
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2012–13,2013,Cellulitis,159,151,95%,3.50,532
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2013–14,2014,Cellulitis,170,158,93%,4.10,643
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2014–15,2015,Cellulitis,253,230,91%,3.40,789
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2015–16,2016,Cellulitis,251,228,91%,3.20,724
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2016–17,2017,Cellulitis,367,329,90%,3.40,"1,113"
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2011–12,2012,Chronic Obstructive Pulmonary Disease (without complications),200,199,100%,7.30,"1,449"
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2012–13,2013,Chronic Obstructive Pulmonary Disease (without complications),140,140,100%,7.80,"1,089"
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2013–14,2014,Chronic Obstructive Pulmonary Disease (without complications),192,192,100%,6.10,"1,179"
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2014–15,2015,Chronic Obstructive Pulmonary Disease (without complications),318,318,100%,5.80,"1,855"
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2015–16,2016,Chronic Obstructive Pulmonary Disease (without complications),357,357,100%,6.20,"2,207"
Blue Mountains 12401,Hawkesbury Hospital,NSW,Nepean Blue Mountains,Medium hospitals,2016–17,2017,Chronic Obstructive Pulmonary Disease (without complications),375,375,100%,6.20,"2,322"
